question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
yellow,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_2.jpg'],0,0,['green'],['yellow'],0.2,0
blue,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_9.jpg'],0,3,['yellow'],['blue'],0.2,0
green,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_7.jpg'],0,3,['yellow'],['green'],0.2,0
purple,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_5.jpg'],0,1,['green'],['purple'],0.2,0
yellow,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_1.jpg'],0,3,['yellow'],['yellow'],0.2,1
red,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_3.jpg'],0,1,['green'],['red'],0.2,0
pink,"['kettle_rot_s_9.jpg', 'kettle_rot_s_7.jpg', 'kettle_rot_s_5.jpg', 'kettle_rot_s_1.jpg', 'kettle_rot_s_3.jpg']",['kettle_rot_s_3.jpg'],0,3,['yellow'],['pink'],0.2,0
blue,"['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg', 'sugar_bowl_rot_s_5.jpg', 'sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']","['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg']",0,3,['green'],['blue'],0.4,0
red,"['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg', 'sugar_bowl_rot_s_5.jpg', 'sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']",['sugar_bowl_rot_s_5.jpg'],0,3,['green'],['red'],0.2,0
pink,"['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg', 'sugar_bowl_rot_s_5.jpg', 'sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']",['sugar_bowl_rot_s_5.jpg'],0,3,['green'],['pink'],0.2,0
green,"['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg', 'sugar_bowl_rot_s_5.jpg', 'sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']","['sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']",0,3,['green'],['green'],0.4,1
yellow,"['sugar_bowl_rot_s_9.jpg', 'sugar_bowl_rot_s_7.jpg', 'sugar_bowl_rot_s_5.jpg', 'sugar_bowl_rot_s_1.jpg', 'sugar_bowl_rot_s_3.jpg']",['sugar_bowl_rot_s_3.jpg'],0,3,['green'],['yellow'],0.2,0
red,"['watch_rot_s_9.jpg', 'watch_rot_s_5.jpg', 'watch_rot_s_1.jpg', 'watch_rot_s_3.jpg']",['watch_rot_s_9.jpg'],0,1,"['yellow', 'green']",['red'],0.25,0
yellow,"['watch_rot_s_9.jpg', 'watch_rot_s_5.jpg', 'watch_rot_s_1.jpg', 'watch_rot_s_3.jpg']",['watch_rot_s_5.jpg'],0,0,['red'],['yellow'],0.25,0
green,"['watch_rot_s_9.jpg', 'watch_rot_s_5.jpg', 'watch_rot_s_1.jpg', 'watch_rot_s_3.jpg']","['watch_rot_s_5.jpg', 'watch_rot_s_3.jpg']",0,1,"['yellow', 'green']",['green'],0.5,1
blue,"['watch_rot_s_9.jpg', 'watch_rot_s_5.jpg', 'watch_rot_s_1.jpg', 'watch_rot_s_3.jpg']","['watch_rot_s_1.jpg', 'watch_rot_s_3.jpg']",0,2,['blue'],['blue'],0.5,1
red,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_6.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_10.jpg'],0,1,"['yellow', 'green']",['red'],0.25,0
yellow,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_6.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_6.jpg'],0,2,['blue'],['yellow'],0.25,0
green,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_6.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_6.jpg'],0,2,['blue'],['green'],0.25,0
blue,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_6.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']","['usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",0,1,"['yellow', 'green']",['blue'],0.5,0
green,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_10.jpg'],0,0,['green'],['green'],0.2,1
blue,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_6.jpg'],0,0,['green'],['blue'],0.2,0
purple,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_4.jpg'],0,0,['green'],['purple'],0.2,0
pink,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_2.jpg'],0,1,['blue'],['pink'],0.2,0
yellow,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_8.jpg'],0,0,['green'],['yellow'],0.2,0
brown,"['nailpolish_rot_s_10.jpg', 'nailpolish_rot_s_6.jpg', 'nailpolish_rot_s_4.jpg', 'nailpolish_rot_s_2.jpg', 'nailpolish_rot_s_8.jpg']",['nailpolish_rot_s_8.jpg'],0,3,['pink'],['brown'],0.2,0
green,"['towel_rot_s_9.jpg', 'towel_rot_s_5.jpg', 'towel_rot_s_7.jpg', 'towel_rot_s_3.jpg', 'towel_rot_s_1.jpg']","['towel_rot_s_9.jpg', 'towel_rot_s_7.jpg']",0,2,['green'],['green'],0.4,1
blue,"['towel_rot_s_9.jpg', 'towel_rot_s_5.jpg', 'towel_rot_s_7.jpg', 'towel_rot_s_3.jpg', 'towel_rot_s_1.jpg']",['towel_rot_s_5.jpg'],0,1,['blue'],['blue'],0.2,1
purple,"['towel_rot_s_9.jpg', 'towel_rot_s_5.jpg', 'towel_rot_s_7.jpg', 'towel_rot_s_3.jpg', 'towel_rot_s_1.jpg']",['towel_rot_s_3.jpg'],0,2,['green'],['purple'],0.2,0
brown,"['towel_rot_s_9.jpg', 'towel_rot_s_5.jpg', 'towel_rot_s_7.jpg', 'towel_rot_s_3.jpg', 'towel_rot_s_1.jpg']",['towel_rot_s_1.jpg'],0,1,['blue'],['brown'],0.2,0
purple,"['hand_puppet_rot_s_9.jpg', 'hand_puppet_rot_s_5.jpg', 'hand_puppet_rot_s_7.jpg', 'hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']",['hand_puppet_rot_s_9.jpg'],0,0,['purple'],['purple'],0.2,1
pink,"['hand_puppet_rot_s_9.jpg', 'hand_puppet_rot_s_5.jpg', 'hand_puppet_rot_s_7.jpg', 'hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']",['hand_puppet_rot_s_5.jpg'],0,0,['purple'],['pink'],0.2,0
blue,"['hand_puppet_rot_s_9.jpg', 'hand_puppet_rot_s_5.jpg', 'hand_puppet_rot_s_7.jpg', 'hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']",['hand_puppet_rot_s_7.jpg'],0,4,['green'],['blue'],0.2,0
yellow,"['hand_puppet_rot_s_9.jpg', 'hand_puppet_rot_s_5.jpg', 'hand_puppet_rot_s_7.jpg', 'hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']",['hand_puppet_rot_s_3.jpg'],0,0,['purple'],['yellow'],0.2,0
green,"['hand_puppet_rot_s_9.jpg', 'hand_puppet_rot_s_5.jpg', 'hand_puppet_rot_s_7.jpg', 'hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']","['hand_puppet_rot_s_3.jpg', 'hand_puppet_rot_s_1.jpg']",0,4,['green'],['green'],0.4,1
red,"['accordion_rot_s_8.jpg', 'accordion_rot_s_10.jpg', 'accordion_rot_s_4.jpg', 'accordion_rot_s_6.jpg', 'accordion_rot_s_2.jpg']",['accordion_rot_s_8.jpg'],0,2,['purple'],['red'],0.2,0
brown,"['accordion_rot_s_8.jpg', 'accordion_rot_s_10.jpg', 'accordion_rot_s_4.jpg', 'accordion_rot_s_6.jpg', 'accordion_rot_s_2.jpg']",['accordion_rot_s_8.jpg'],0,4,['purple'],['brown'],0.2,0
yellow,"['accordion_rot_s_8.jpg', 'accordion_rot_s_10.jpg', 'accordion_rot_s_4.jpg', 'accordion_rot_s_6.jpg', 'accordion_rot_s_2.jpg']",['accordion_rot_s_10.jpg'],0,2,['purple'],['yellow'],0.2,0
green,"['accordion_rot_s_8.jpg', 'accordion_rot_s_10.jpg', 'accordion_rot_s_4.jpg', 'accordion_rot_s_6.jpg', 'accordion_rot_s_2.jpg']","['accordion_rot_s_10.jpg', 'accordion_rot_s_6.jpg']",0,3,['green'],['green'],0.4,1
purple,"['accordion_rot_s_8.jpg', 'accordion_rot_s_10.jpg', 'accordion_rot_s_4.jpg', 'accordion_rot_s_6.jpg', 'accordion_rot_s_2.jpg']","['accordion_rot_s_4.jpg', 'accordion_rot_s_2.jpg']",0,3,['green'],['purple'],0.4,0
purple,"['flask_rot_s_9.jpg', 'flask_rot_s_5.jpg', 'flask_rot_s_7.jpg', 'flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']",['flask_rot_s_9.jpg'],0,4,['green'],['purple'],0.2,0
red,"['flask_rot_s_9.jpg', 'flask_rot_s_5.jpg', 'flask_rot_s_7.jpg', 'flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']",['flask_rot_s_5.jpg'],0,1,"['red', 'brown']",['red'],0.2,1
brown,"['flask_rot_s_9.jpg', 'flask_rot_s_5.jpg', 'flask_rot_s_7.jpg', 'flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']",['flask_rot_s_5.jpg'],0,1,"['red', 'brown']",['brown'],0.2,1
blue,"['flask_rot_s_9.jpg', 'flask_rot_s_5.jpg', 'flask_rot_s_7.jpg', 'flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']",['flask_rot_s_7.jpg'],0,4,['green'],['blue'],0.2,0
green,"['flask_rot_s_9.jpg', 'flask_rot_s_5.jpg', 'flask_rot_s_7.jpg', 'flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']","['flask_rot_s_3.jpg', 'flask_rot_s_1.jpg']",0,3,['green'],['green'],0.4,1
yellow,"['scanner_rot_s_8.jpg', 'scanner_rot_s_10.jpg', 'scanner_rot_s_4.jpg', 'scanner_rot_s_6.jpg', 'scanner_rot_s_2.jpg']",['scanner_rot_s_8.jpg'],0,2,['purple'],['yellow'],0.2,0
green,"['scanner_rot_s_8.jpg', 'scanner_rot_s_10.jpg', 'scanner_rot_s_4.jpg', 'scanner_rot_s_6.jpg', 'scanner_rot_s_2.jpg']",['scanner_rot_s_10.jpg'],0,4,['red'],['green'],0.2,0
purple,"['scanner_rot_s_8.jpg', 'scanner_rot_s_10.jpg', 'scanner_rot_s_4.jpg', 'scanner_rot_s_6.jpg', 'scanner_rot_s_2.jpg']",['scanner_rot_s_4.jpg'],0,4,['red'],['purple'],0.2,0
blue,"['scanner_rot_s_8.jpg', 'scanner_rot_s_10.jpg', 'scanner_rot_s_4.jpg', 'scanner_rot_s_6.jpg', 'scanner_rot_s_2.jpg']",['scanner_rot_s_6.jpg'],0,0,['yellow'],['blue'],0.2,0
red,"['scanner_rot_s_8.jpg', 'scanner_rot_s_10.jpg', 'scanner_rot_s_4.jpg', 'scanner_rot_s_6.jpg', 'scanner_rot_s_2.jpg']",['scanner_rot_s_2.jpg'],0,0,['yellow'],['red'],0.2,0
yellow,"['jacket_rot_s_10.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_10.jpg'],0,3,['pink'],['yellow'],0.25,0
green,"['jacket_rot_s_10.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']","['jacket_rot_s_10.jpg', 'jacket_rot_s_6.jpg']",0,3,['pink'],['green'],0.5,0
purple,"['jacket_rot_s_10.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_4.jpg'],0,3,['pink'],['purple'],0.25,0
pink,"['jacket_rot_s_10.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_2.jpg'],0,0,"['yellow', 'green']",['pink'],0.25,0
green,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_9.jpg'],0,2,['yellow'],['green'],0.25,0
blue,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_5.jpg'],0,1,['blue'],['blue'],0.25,1
yellow,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_7.jpg'],0,3,['red'],['yellow'],0.25,0
red,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_1.jpg'],0,1,['blue'],['red'],0.25,0
blue,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_6.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']",['flask_rot_s_8.jpg'],0,0,['blue'],['blue'],0.2,1
green,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_6.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']","['flask_rot_s_4.jpg', 'flask_rot_s_2.jpg']",0,0,['blue'],['green'],0.4,0
brown,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_6.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']",['flask_rot_s_6.jpg'],0,2,['brown'],['brown'],0.2,1
purple,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_6.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']",['flask_rot_s_10.jpg'],0,1,['green'],['purple'],0.2,0
red,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_9.jpg'],0,4,['purple'],['red'],0.2,0
brown,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_9.jpg'],0,4,['purple'],['brown'],0.2,0
green,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_5.jpg'],0,1,['green'],['green'],0.2,1
pink,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_7.jpg'],0,3,['blue'],['pink'],0.2,0
blue,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_3.jpg'],0,3,['blue'],['blue'],0.2,1
purple,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_1.jpg'],0,4,['purple'],['purple'],0.2,1
blue,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']",['umbrella_rot_s_10.jpg'],0,3,"['yellow', 'green']",['blue'],0.25,0
green,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']","['umbrella_rot_s_8.jpg', 'umbrella_rot_s_2.jpg']",0,2,['yellow'],['green'],0.5,0
yellow,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']","['umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']",0,3,"['yellow', 'green']",['yellow'],0.5,1
green,"['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg', 'towel_rot_s_6.jpg', 'towel_rot_s_2.jpg']","['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg']",0,0,['green'],['green'],0.5,1
blue,"['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg', 'towel_rot_s_6.jpg', 'towel_rot_s_2.jpg']",['towel_rot_s_6.jpg'],0,1,['green'],['blue'],0.25,0
brown,"['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg', 'towel_rot_s_6.jpg', 'towel_rot_s_2.jpg']",['towel_rot_s_2.jpg'],0,1,['green'],['brown'],0.25,0
purple,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']",['pitcher_rot_s_5.jpg'],0,2,['green'],['purple'],0.25,0
green,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']","['pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg']",0,2,['green'],['green'],0.5,1
blue,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']",['pitcher_rot_s_9.jpg'],0,2,['green'],['blue'],0.25,0
yellow,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_7.jpg'],0,1,['blue'],['yellow'],0.2,0
blue,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_5.jpg'],0,4,['green'],['blue'],0.2,0
pink,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_1.jpg'],0,2,['pink'],['pink'],0.2,1
purple,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_3.jpg'],0,4,['green'],['purple'],0.2,0
green,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_9.jpg'],0,0,['yellow'],['green'],0.2,0
blue,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_3.jpg'],0,0,['blue'],['blue'],0.2,1
purple,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_1.jpg'],0,4,['yellow'],['purple'],0.2,0
green,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_5.jpg'],0,0,['blue'],['green'],0.2,0
red,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_7.jpg'],0,0,['blue'],['red'],0.2,0
yellow,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_9.jpg'],0,0,['blue'],['yellow'],0.2,0
brown,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_1.jpg'],0,0,['brown'],['brown'],0.2,1
red,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_3.jpg'],0,1,"['red', 'pink']",['red'],0.2,1
pink,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_3.jpg'],0,4,['green'],['pink'],0.2,0
green,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']","['tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_9.jpg']",0,1,"['red', 'pink']",['green'],0.4,0
blue,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_5.jpg'],0,1,"['red', 'pink']",['blue'],0.2,0
purple,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_6.jpg'],0,2,"['yellow', 'brown']",['purple'],0.2,0
red,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_4.jpg'],0,3,['green'],['red'],0.2,0
yellow,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_2.jpg'],0,2,"['yellow', 'brown']",['yellow'],0.2,1
brown,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_2.jpg'],0,1,['red'],['brown'],0.2,0
green,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_8.jpg'],0,1,['red'],['green'],0.2,0
blue,"['measuring_spoons_rot_s_6.jpg', 'measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_10.jpg'],0,2,"['yellow', 'brown']",['blue'],0.2,0
green,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']","['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg']",0,3,['pink'],['green'],0.4,0
yellow,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']",['packingtape_rot_s_3.jpg'],0,3,['pink'],['yellow'],0.2,0
blue,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']","['packingtape_rot_s_7.jpg', 'packingtape_rot_s_9.jpg']",0,3,['pink'],['blue'],0.4,0
pink,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']",['packingtape_rot_s_5.jpg'],0,3,['pink'],['pink'],0.2,1
purple,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']",['packingtape_rot_s_9.jpg'],0,3,['pink'],['purple'],0.2,0
yellow,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_6.jpg'],0,3,"['red', 'pink']",['yellow'],0.2,0
green,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_4.jpg'],0,3,"['red', 'pink']",['green'],0.2,0
blue,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_2.jpg'],0,3,"['red', 'pink']",['blue'],0.2,0
