question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
green,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_9.jpg'],0,1,pink,green,0.2,0
pink,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_2.jpg'],0,0,pink,pink,0.2,1
purple,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_4.jpg'],0,3,green,purple,0.2,0
blue,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_6.jpg'],0,3,green,blue,0.2,0
green,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_10.jpg'],0,3,green,green,0.2,1
yellow,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_8.jpg'],0,3,green,yellow,0.2,0
blue,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_1.jpg'],0,3,yellow,blue,0.2,0
green,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_3.jpg'],0,3,yellow,green,0.2,0
purple,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_7.jpg'],0,3,yellow,purple,0.2,0
yellow,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_5.jpg'],0,3,yellow,yellow,0.2,1
pink,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_9.jpg'],0,4,pink,pink,0.2,1
purple,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_3.jpg'],0,2,green,purple,0.25,0
pink,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_1.jpg'],0,2,green,pink,0.25,0
brown,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_1.jpg'],0,1,brown,brown,0.2,1
pink,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_3.jpg'],0,4,blue,pink,0.2,0
blue,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_5.jpg'],0,0,green,blue,0.2,0
purple,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_7.jpg'],0,3,green,purple,0.2,0
yellow,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_5.jpg'],0,4,pink,yellow,0.2,0
blue,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_1.jpg'],0,1,yellow,blue,0.2,0
green,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_3.jpg'],0,1,yellow,green,0.2,0
pink,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_9.jpg'],0,0,purple,pink,0.2,0
green,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_7.jpg'],0,2,red,green,0.25,0
purple,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_5.jpg'],0,0,green,purple,0.25,0
red,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_3.jpg'],0,0,green,red,0.25,0
blue,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_9.jpg'],0,0,green,blue,0.25,0
purple,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_6.jpg'],0,2,green,purple,0.25,0
blue,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_10.jpg'],0,2,green,blue,0.25,0
brown,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_2.jpg'],0,0,brown,brown,0.2,1
blue,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_6.jpg'],0,0,brown,blue,0.2,0
pink,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_4.jpg'],0,0,brown,pink,0.2,0
green,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_2.jpg'],0,1,pink,green,0.25,0
pink,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_6.jpg'],0,1,pink,pink,0.25,1
yellow,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_4.jpg'],0,1,pink,yellow,0.25,0
blue,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_8.jpg'],0,3,blue,blue,0.25,1
blue,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_2.jpg'],0,0,blue,blue,0.2,1
yellow,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_6.jpg'],0,3,purple,yellow,0.2,0
green,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_4.jpg'],0,2,green,green,0.2,1
purple,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_8.jpg'],0,0,blue,purple,0.2,0
pink,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_10.jpg'],0,2,green,pink,0.2,0
blue,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_2.jpg'],0,3,purple,blue,0.2,0
yellow,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_6.jpg'],0,3,purple,yellow,0.2,0
green,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_4.jpg'],0,3,purple,green,0.2,0
purple,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_8.jpg'],0,3,purple,purple,0.2,1
pink,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_10.jpg'],0,4,pink,pink,0.2,1
brown,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_9.jpg'],0,3,green,brown,0.2,0
green,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_5.jpg'],0,3,green,green,0.2,1
pink,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_7.jpg'],0,4,pink,pink,0.2,1
purple,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_6.jpg'],0,4,green,purple,0.2,0
blue,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_10.jpg'],0,0,green,blue,0.2,0
brown,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_4.jpg'],0,4,green,brown,0.2,0
blue,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_9.jpg'],0,1,green,blue,0.2,0
purple,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_5.jpg'],0,2,purple,purple,0.2,1
brown,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_3.jpg'],0,0,blue,brown,0.2,0
brown,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_10.jpg'],0,0,brown,brown,0.25,1
green,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_6.jpg'],0,1,blue,green,0.25,0
red,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_8.jpg'],0,2,green,red,0.2,0
blue,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_4.jpg'],0,1,blue,blue,0.2,1
green,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_6.jpg'],0,2,green,green,0.2,1
purple,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_2.jpg'],0,2,green,purple,0.2,0
yellow,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_10.jpg'],0,2,green,yellow,0.2,0
purple,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_3.jpg'],0,1,green,purple,0.25,0
pink,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_1.jpg'],0,2,purple,pink,0.25,0
blue,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_8.jpg'],0,0,blue,blue,0.3333333333333333,1
green,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_4.jpg'],0,1,green,green,0.3333333333333333,1
pink,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_10.jpg'],0,1,green,pink,0.3333333333333333,0
pink,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_9.jpg'],0,1,blue,pink,0.3333333333333333,0
blue,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_7.jpg'],0,2,green,blue,0.3333333333333333,0
green,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_3.jpg'],0,1,blue,green,0.3333333333333333,0
blue,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_9.jpg'],0,3,green,blue,0.25,0
yellow,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_3.jpg'],0,3,green,yellow,0.25,0
yellow,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_9.jpg'],0,0,yellow,yellow,0.2,1
green,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_5.jpg'],0,0,yellow,green,0.2,0
red,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_7.jpg'],0,1,green,red,0.2,0
blue,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_3.jpg'],0,1,green,blue,0.2,0
purple,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_1.jpg'],0,0,yellow,purple,0.2,0
red,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_10.jpg'],0,2,green,red,0.25,0
yellow,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_6.jpg'],0,2,green,yellow,0.25,0
green,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_4.jpg'],0,2,green,green,0.25,1
blue,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_2.jpg'],0,2,green,blue,0.25,0
red,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_10.jpg'],0,1,blue,red,0.3333333333333333,0
green,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_5.jpg'],0,0,green,green,0.25,1
pink,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_7.jpg'],0,2,blue,pink,0.25,0
blue,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_3.jpg'],0,2,blue,blue,0.25,1
purple,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_1.jpg'],0,3,purple,purple,0.25,1
truck_rot_s_10.jpg,"['blue', 'purple', 'green', 'blue']",['blue'],1,0,blue,blue,0.25,1
takeout_container_rot_s_6.jpg,"['green', 'blue', 'brown', 'red']",['green'],1,1,blue,green,0.25,0
sugar_bowl_rot_s_9.jpg,"['blue', 'brown', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
packingtape_rot_s_8.jpg,"['blue', 'yellow', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
pitcher_rot_s_9.jpg,"['blue', 'blue', 'blue', 'red']",['blue'],1,0,blue,blue,0.25,1
packingtape_rot_s_7.jpg,"['blue', 'pink', 'pink', 'blue']",['blue'],1,0,blue,blue,0.25,1
extension_cord_s_8.jpg,"['blue', 'blue', 'purple', 'brown']",['blue'],1,0,blue,blue,0.25,1
accordion_rot_s_3.jpg,"['blue', 'blue', 'purple', 'blue']",['blue'],1,0,blue,blue,0.25,1
measuring_spoons_rot_s_9.jpg,"['blue', 'red', 'pink', 'purple']",['blue'],1,0,blue,blue,0.25,1
pitcher_rot_s_10.jpg,"['blue', 'green', 'pink', 'blue']",['blue'],1,0,blue,blue,0.25,1
umbrella_rot_s_9.jpg,"['blue', 'brown', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
watch_rot_s_1.jpg,"['blue', 'blue', 'red', 'red']",['blue'],1,0,blue,blue,0.25,1
hand_puppet_rot_s_8.jpg,"['blue', 'yellow', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
nailpolish_rot_s_5.jpg,"['blue', 'blue', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_1.jpg,"['blue', 'red', 'red', 'yellow']",['blue'],1,0,blue,blue,0.25,1
holy_vase_rot_s_4.jpg,"['blue', 'pink', 'brown', 'blue']",['blue'],1,0,blue,blue,0.25,1
box_hat_rot_s_9.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_8.jpg,"['blue', 'green', 'brown', 'pink']",['blue'],1,0,blue,blue,0.25,1
cocktail_umbrella_rot_s_6.jpg,"['blue', 'blue', 'red', 'red']",['blue'],1,0,blue,blue,0.25,1
sponge_rot_s_7.jpg,"['blue', 'brown', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
razor_rot_s_5.jpg,"['blue', 'green', 'blue', 'green']",['blue'],1,0,blue,blue,0.25,1
kettle_rot_s_9.jpg,"['blue', 'brown', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_2.jpg,"['blue', 'yellow', 'purple', 'green']",['blue'],1,0,blue,blue,0.25,1
gift_box_rot_s_5.jpg,"['blue', 'yellow', 'purple', 'blue']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_7.jpg,"['blue', 'brown', 'brown', 'brown']",['blue'],1,0,blue,blue,0.25,1
chair_rot_s_10.jpg,"['blue', 'purple', 'brown', 'red']",['blue'],1,0,blue,blue,0.25,1
chapstick_rot_s_2.jpg,"['blue', 'red', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
fuel_tank_rot_s_7.jpg,"['blue', 'red', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_2.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
chair_recliner_rot_s_2.jpg,"['blue', 'pink', 'yellow', 'green']",['blue'],1,0,blue,blue,0.25,1
truck_rot_s_7.jpg,"['blue', 'pink', 'purple', 'red']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_3.jpg,"['blue', 'brown', 'yellow', 'green']",['blue'],1,0,blue,blue,0.25,1
umbrella_rot_s_10.jpg,"['blue', 'green', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
sponge_rot_s_8.jpg,"['blue', 'red', 'pink', 'pink']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_3.jpg,"['blue', 'yellow', 'blue', 'red']",['blue'],1,0,blue,blue,0.25,1
lotion_rot_s_10.jpg,"['blue', 'purple', 'red', 'red']",['blue'],1,0,blue,blue,0.25,1
cardboard_rot_s_9.jpg,"['blue', 'green', 'purple', 'purple']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_10.jpg,"['blue', 'pink', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_2.jpg,"['blue', 'purple', 'red', 'blue']",['blue'],1,0,blue,blue,0.25,1
notecards_rot_s_3.jpg,"['blue', 'pink', 'red', 'yellow']",['blue'],1,0,blue,blue,0.25,1
scanner_rot_s_5.jpg,"['blue', 'green', 'purple', 'green']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_7.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
flask_rot_s_8.jpg,"['blue', 'pink', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
towel_rot_s_5.jpg,"['blue', 'blue', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
chapstick_rot_s_1.jpg,"['blue', 'brown', 'brown', 'red']",['blue'],1,0,blue,blue,0.25,1
cardboard_rot_s_10.jpg,"['blue', 'green', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
cocktail_umbrella_rot_s_5.jpg,"['blue', 'blue', 'blue', 'blue']",['blue'],1,0,blue,blue,0.25,1
phone_antique_rot_s_2.jpg,"['blue', 'brown', 'yellow', 'blue']",['blue'],1,0,blue,blue,0.25,1
tool_box_rot_s_3.jpg,"['blue', 'purple', 'green', 'brown']",['blue'],1,0,blue,blue,0.25,1
tennis_racket_rot_s_6.jpg,"['blue', 'blue', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
tool_box_rot_s_4.jpg,"['blue', 'brown', 'red', 'blue']",['blue'],1,0,blue,blue,0.25,1
briefcase_rot_s_5.jpg,"['blue', 'brown', 'green', 'green']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_8.jpg,"['blue', 'pink', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
truck_rot_s_9.jpg,"['blue', 'red', 'green', 'green']",['blue'],1,0,blue,blue,0.25,1
fuel_tank_rot_s_8.jpg,"['blue', 'red', 'purple', 'green']",['blue'],1,0,blue,blue,0.25,1
razor_rot_s_6.jpg,"['blue', 'purple', 'red', 'brown']",['blue'],1,0,blue,blue,0.25,1
nailpolish_rot_s_6.jpg,"['blue', 'brown', 'yellow', 'yellow']",['blue'],1,0,blue,blue,0.25,1
watch_rot_s_2.jpg,"['blue', 'red', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
clamp_rot_s_7.jpg,"['blue', 'pink', 'brown', 'red']",['blue'],1,0,blue,blue,0.25,1
flask_rot_s_7.jpg,"['blue', 'green', 'green', 'red']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_4.jpg,"['blue', 'red', 'purple', 'brown']",['blue'],1,0,blue,blue,0.25,1
phone_antique_rot_s_1.jpg,"['blue', 'yellow', 'purple', 'blue']",['blue'],1,0,blue,blue,0.25,1
